0	highpt	600	10000 	0.025	1	6.06878	0.0455575	-0.0094481	0.0159338	0.0159338	0.0963945	0.0963945	0.114318	0.114318	0.00135689	0.000408539	0.000303725	0.000854422	0.000729501	0.0011849	0.000553397	0.00136446	0.000623258	0.00116312	0.000194924	0.000489689	0.00422995	0.00177186	0.00088734	0.00248689	0.000336094	0.000281722	0.0029797	0.00144081	0.000801203	0.00133167	0.00125452	0.000872706	0.00178261	0.000267056	0.000412006	0.000824504	0.000344566	0.00056011	0.000412694	0.0019112	0.0007022	0.000979806	0.00102608	5.87561e-05	0.000566044	0.000689011	0.000778641	0.00122205	0.000692907	0.000501137	0.000514239	0.000467896	0.000724552	0.00058398	0.000309873	0.000161266	0.000211464	0.000248522	0.000290328	0.000270356	0.000305081	5.30218e-05	0.000530879	0.000221797	0.000190698	0.000289082	0.000277416	0.000124915	3.35841	0.00983224	-0.017591	0.0184032	-0.0184032	-0.0137881	0.0155795	-0.00175591	0.00206528	-0.015489	0.0177176	0.00108238	0.00483877	0.00107913	0.00111637	0.00201857	0.00040277	0.00117719	-0.00116277	0.00453986	0.00754086	-0.00645104	0.00195269	0.000740849	0.00294273	0.00262134	0.000776583	0.00201985	-0.000180317	0.00441182	-0.00203426	-0.00488626	-0.000440238	0.000672637	0.000946857	-0.0019653	0.00069196	0.00289355	-0.00759607	-0.00309614	-0.000953875	0.00181442	-0.00047186	0.000485449	0.0031555	0.0019161	0.00142131	6.78369e-05	-4.8957e-05	-0.00332875	-0.000480517	0.00221168	0.000599528	0.000404705	0.00065561	-0.000186862	-0.00287668	-0.00118278	0.00284696	-0.00374236	-0.000259301	8.63967e-05	-0.00172207	0.000554428	0.00177952	0.00485364	0.00162882	0.00591826	-3.17551e-05	-0.000712521	0.00130997
1	highpt	150	600 	0.13	1	4.26336	-0.0253052	0.0634694	0.00809546	0.00809546	0.112035	0.112035	0.0979696	0.0979696	0.000285831	0.000296615	0.000726584	0.000199237	0.000850646	0.000298686	0.00101004	0.000585019	0.00128145	0.0011866	0.00124283	0.00219817	0.000217291	0.00147687	0.00114058	0.000861879	0.000853471	0.00148235	0.000895887	0.000612704	0.00125185	0.00122833	0.00112348	0.000853568	0.00138645	0.000576926	0.000405845	0.000761331	0.00117628	0.000751809	0.00061716	0.000571716	0.00068408	0.000674347	0.0010921	0.000658309	0.000886242	0.00122736	0.000320398	0.00152455	0.000956986	0.000486961	0.000894585	0.000961504	0.000418271	0.00101909	0.000175112	0.000624673	0.000869129	0.000449918	0.000580891	0.00039714	0.000502776	0.000368043	0.000706351	0.00047625	0.000379718	0.000456468	0.000641651	0.000288588	3.11589	-0.00958214	0.00786355	-0.00187344	0.00187344	0.00853491	-0.00966992	0.00136846	-0.00162289	0.00985297	-0.0113621	1.33368e-05	-0.00256622	-0.000648317	-0.00068463	-0.00132962	-4.14455e-05	-0.000542747	0.000500565	-0.00240129	-0.00361357	0.00353571	-0.000469473	-0.000247094	-0.00231373	-0.000634963	-0.000482595	-0.000269761	-0.000335556	-0.00247804	0.00189659	0.00325144	8.80134e-05	-0.00157465	8.65444e-06	0.00190909	0.000363662	-0.00161852	0.00476693	0.00218518	-4.53736e-06	-0.00128286	0.000623226	-0.000368774	-0.00159121	-0.00117777	0.000201504	-0.000534109	0.000210761	0.00188969	0.000129618	-0.000441073	-0.00114549	0.000227414	-0.00107784	0.000459156	0.000916756	0.000312771	-0.00179406	0.00184065	0.000370018	-0.000364484	0.00122047	-0.000322655	-0.000993435	-0.00227183	-0.000548781	-0.00251107	0.000688248	-7.86808e-05	-0.000625253
2	highpt	1250	10000 	0	0.025	8.47729	0.0424348	-0.0415079	0.0406736	0.0406736	0.0983763	0.0983763	0.134716	0.134716	0.00158495	0.00105613	0.000683375	0.00183363	0.000625072	0.00100727	0.000373055	0.00252192	0.00254829	0.00202683	0.000111964	0.00169838	0.00695015	0.000354906	0.00314078	0.00323512	0.00197515	0.00286258	0.00269167	0.00214068	0.00179612	0.00129524	0.00357061	0.0031067	0.00272831	0.00173103	0.00225935	0.00298763	0.000346711	0.000390109	0.000917596	0.00240291	0.00174662	0.00144626	0.000931164	0.000468438	0.000592209	0.000481599	0.00140973	0.000556657	0.00154156	0.000312588	0.000447535	0.000234325	0.00151233	0.00069031	0.00112409	0.000176011	0.000442705	0.000247731	0.000530622	0.000236234	0.000218536	0.000402312	0.000557677	0.000258683	0.000594488	0.000486693	0.000285462	0.00026337	0.0934748	0.0262708	-0.0468409	0.051974	-0.051974	-0.0419214	0.0488341	-0.00741179	0.00880615	-0.0488789	0.0582822	7.28511e-05	0.000323946	-4.07104e-05	8.20486e-05	0.0001815	-0.000118199	-8.98641e-05	-0.000219307	0.000394923	0.00043151	-0.000225665	7.7926e-05	0.000123044	0.000510298	-3.8106e-05	0.000131243	-0.000270506	0.000263764	0.000541386	-0.000272824	-0.000576855	3.03112e-05	0.000219868	5.93255e-06	-0.00039691	6.61053e-05	1.93545e-06	-0.000777473	-0.000506382	-1.16403e-05	9.64813e-05	-0.000286941	-0.000128804	0.000202739	0.000266123	-0.000349059	0.000177431	0.00017591	-0.000276747	-5.1561e-05	2.89882e-05	0.000177233	-0.000176872	0.000193067	-5.99773e-05	-0.000169415	-9.24362e-05	0.00015826	-0.000180747	1.73806e-06	-5.82477e-05	-0.000272244	0.000122506	0.000205211	0.00013522	1.4987e-05	0.000135815	-0.000148637	0.000121036	0.00017733
3	highpt	150	450 	0	0.13	73.6782	-0.00692477	0.0144345	0.00516617	0.00516617	0.193522	0.193522	0.192516	0.192516	0.000141318	0.000433472	0.000555876	0.00047637	0.000976038	0.000677852	0.000392946	0.000100376	0.00121823	0.00018588	0.000142469	0.00215734	0.000687469	0.00314336	0.000205327	0.000821539	0.000738031	0.000210775	0.00134939	0.000117124	8.13039e-05	0.00049516	0.000961512	0.000845973	0.000306382	0.000578395	0.00040281	0.000343011	0.000369782	8.66509e-05	0.000142749	0.000555425	0.000222688	0.000282313	0.000220569	0.000156861	0.000270534	0.000723778	0.000116331	0.000210348	0.000514716	0.000324955	0.000316789	0.000115997	6.91456e-05	0.000262534	0.000296543	0.000131846	0.000210608	7.35211e-05	0.000216759	0.000272208	0.000234263	0.00066545	0.000127722	0.000172446	0.000529152	0.000152512	7.9878e-05	0.000209054	0.248375	-0.0239023	0.0331594	-0.00286096	0.00286096	0.0114956	-0.012909	0.00133751	-0.0015861	0.0127866	-0.014559	-0.000158523	-0.000202734	-0.000101893	-0.000114799	-0.000164141	-3.50765e-05	6.75642e-06	1.18188e-05	-0.000290086	-0.000417038	0.000219827	-0.000125998	-2.25856e-05	-0.000365273	-0.000102723	-0.00012539	-6.28431e-05	-1.7056e-05	-0.000431237	0.000113136	0.000467538	0.0001156	-7.69841e-05	-2.1484e-05	0.000176529	-2.66452e-06	8.20167e-07	0.000479494	0.0003214	-2.77748e-05	-0.000109424	0.000126568	-9.89289e-05	-0.000233985	-0.000174554	5.03607e-05	-8.96555e-06	-0.000143781	0.000101014	4.72956e-06	-0.000154947	-3.57468e-05	1.12949e-05	-4.82661e-06	-7.01935e-05	0.000193315	9.41998e-05	-0.000158235	0.000281534	4.37545e-06	7.06272e-05	0.000159765	1.53699e-05	-6.39865e-05	-0.000115333	-0.000188546	-0.00034768	-3.29098e-06	0.000147594	-0.000168174
4	highpt	450	600 	0	0.035	23.3801	-0.0150451	-0.00818531	0.0243654	0.0243654	0.178675	0.178675	0.201822	0.201822	0.00117653	0.000542634	0.00104717	0.000132848	0.00116298	0.000483195	0.000114048	0.000515308	0.000400301	0.000310905	0.000283359	0.000446608	0.00248066	0.00380003	0.00123756	0.00252226	0.000186413	0.000857789	0.00185705	0.00084809	0.000575665	0.0011527	0.000431305	0.000749054	0.000761012	0.000110077	0.000263338	0.000757788	0.000247715	0.000123625	0.000161493	0.000739581	0.000214779	0.000522159	0.000736623	0.000249312	0.000129536	0.000108329	0.00015993	0.000564411	0.000372776	0.000183581	0.000168072	6.01668e-05	0.000270811	0.000143359	0.000492711	0.000177869	0.000369386	0.000208383	0.000399998	0.000130866	0.000282433	0.000167079	0.000528652	0.000341825	0.0002285	0.000243779	0.000162994	5.89693e-05	0.0505924	0.0115559	0.00433338	0.000736407	-0.000736407	0.00827809	-0.00928663	-9.96983e-05	0.00010223	0.00818845	-0.0091699	1.03189e-05	-9.59444e-05	-4.40211e-05	2.24292e-05	4.07529e-06	1.2249e-05	-3.3204e-05	1.58904e-05	-6.94079e-05	-5.97299e-05	3.01425e-08	-6.5056e-05	-1.31287e-05	6.4232e-05	-1.3956e-05	-2.72824e-05	-3.30453e-05	2.82582e-05	-0.000118314	3.28127e-06	-2.89979e-05	2.24361e-05	6.2533e-05	1.5177e-05	-1.44506e-05	-1.6008e-05	-4.96978e-06	2.669e-08	-4.00565e-05	-1.7577e-05	-1.52993e-05	6.13686e-05	4.42047e-05	-7.78934e-05	4.22698e-05	-4.86473e-05	2.87657e-05	-7.1983e-05	-1.95882e-05	5.58469e-05	3.48441e-06	1.88354e-05	6.18843e-06	-1.81063e-06	-1.40755e-05	5.93874e-05	2.42197e-05	5.74328e-06	4.83801e-05	9.81063e-06	1.83508e-05	6.55871e-05	1.41556e-05	-2.57689e-07	-4.1612e-05	-2.20983e-05	-4.98539e-05	-1.49581e-06	-1.72854e-05	-4.03545e-05
5	highpt	450	600 	0.035	0.13	5.25153	-0.00272384	-0.00775654	0.0230609	0.0230609	0.143209	0.143209	0.16143	0.16143	0.00106035	0.000149466	0.000638296	0.000378173	0.00114448	0.000395991	0.00028903	0.000586854	0.000221865	0.000399583	0.000108067	0.000587227	0.00238408	0.00326532	0.000506494	0.00214601	0.000943355	0.000455863	0.0022956	0.00027639	0.000265819	0.00115764	0.000533098	0.000737819	0.000899989	0.000285849	0.000514955	0.00031982	0.000258524	0.000189999	0.000394998	0.00106912	0.000295156	0.000731261	0.000215789	0.000256962	0.000264537	0.000310155	0.000253216	0.00048216	0.000156716	0.000337804	0.000774672	0.000515465	0.000838	0.000498798	0.000271199	0.000342304	0.000270766	0.000242546	0.000191856	0.000219418	5.47123e-05	7.57127e-05	0.000342376	0.000122893	0.000193569	0.000473836	5.54643e-05	0.000127498	0.315309	-0.00267279	-0.00175788	0.00186701	-0.00186701	0.00785038	-0.00889877	0.000787493	-0.000940921	0.00860483	-0.00988478	-4.94575e-05	-0.000322294	-2.45649e-05	7.83372e-05	-0.000236608	-0.000166694	-8.13223e-06	6.34252e-05	-0.000288097	-0.000367722	0.00033546	-0.000148579	-8.13092e-05	-0.000155004	-0.000219931	-5.75289e-05	-8.01633e-05	-1.27464e-05	-0.000180048	0.000144822	6.20555e-05	-3.9931e-06	-7.79122e-06	-0.000126769	1.93287e-05	-7.0663e-05	-0.00013572	0.000448728	0.000163656	4.2094e-05	2.04998e-05	-3.63198e-05	0.000146619	-0.000195236	-0.000181234	-7.77071e-05	-3.81301e-05	-1.33733e-05	0.000191756	4.71997e-05	-0.00021207	2.59748e-05	-0.000138246	-1.7514e-05	3.65936e-05	0.000157383	0.000226509	-0.00016207	0.000214786	6.44097e-05	7.19789e-05	5.48862e-05	6.18647e-05	-0.000111664	-0.000226388	-0.000131751	-0.000341399	1.38012e-05	7.04028e-05	-9.26524e-05
6	highpt	600	1250 	0	0.015	28.6398	0.00588115	-0.0295225	0.036073	0.036073	0.162509	0.162509	0.196196	0.196196	0.00134452	0.000710499	0.000821991	0.000911769	0.000929956	0.000638023	0.000232483	0.00158547	0.000968588	0.000901853	0.000221501	0.000568013	0.00460651	0.00303485	0.00190852	0.00315204	8.36936e-05	0.0011129	0.00274294	0.00139789	0.00101511	0.00128669	0.00083259	0.00118883	0.00165977	0.000385095	0.000736259	0.00102069	0.000128077	0.000398052	8.8255e-05	0.00158887	0.000636616	0.000912399	0.000596301	0.000429267	0.000550428	0.000194467	0.000671745	0.000353039	0.000832494	0.000196053	0.000170553	0.000233342	0.000774837	0.000558157	0.0005575	5.82042e-05	0.000346823	7.39449e-05	0.00017269	0.000132449	8.15833e-05	0.000348197	0.000492681	0.000246585	0.00049348	0.000458238	0.000114663	0.000238339	0.0670187	-0.000619793	-0.0343995	0.0275895	-0.0275895	-0.010736	0.0120265	-0.00121559	0.00148034	-0.0119259	0.0135419	1.06025e-05	0.000104731	-3.60467e-05	3.70728e-05	-8.84554e-06	9.56563e-06	-2.57344e-05	-5.48142e-05	8.55048e-05	3.98289e-05	3.99725e-05	0.000116193	2.59078e-05	5.01501e-05	-1.85376e-05	0.000131634	-4.43277e-05	9.19605e-05	0.000124879	2.06929e-05	-5.3675e-05	-9.07689e-05	-5.182e-05	-2.1286e-05	-1.42694e-05	-6.22661e-05	-8.90185e-05	-8.25523e-05	-8.88732e-05	-4.42044e-06	-1.57789e-06	-0.000104315	-0.000101868	2.19732e-05	4.33272e-05	-4.51709e-05	2.11673e-05	0.000110555	-1.63022e-05	-1.71815e-05	-1.26025e-05	-1.69254e-05	-3.52488e-05	8.15027e-06	-2.08272e-05	-3.30471e-06	-0.000110598	2.91699e-05	-5.33913e-05	-2.87908e-05	-1.16731e-05	-4.59117e-05	-6.47825e-06	4.4128e-05	-9.35434e-06	8.07734e-05	5.15961e-05	-3.67608e-05	5.21217e-05	8.40904e-05
7	highpt	600	1250 	0.015	0.025	7.444	0.0292798	-0.0133698	0.0442571	0.0442571	0.163117	0.163117	0.207389	0.207389	0.000584701	0.000219225	0.000142089	0.00111671	0.000587357	0.00126709	0.000221991	0.00221536	0.0015873	0.000987743	0.00010497	0.000137916	0.00501662	0.00259886	0.00142663	0.00319706	0.000549353	0.000386422	0.00379575	0.00101787	0.000541568	0.00206983	0.000488433	0.000762834	0.00184072	0.000249295	0.00127013	0.000406101	0.000475452	0.000641224	0.000671374	0.00215359	0.000676048	0.000667729	0.000425449	0.000225914	0.000826095	0.000838227	0.000683353	0.000440717	0.00124119	0.000936405	0.00113515	0.000227628	0.00156478	0.000860901	0.000345159	0.000256498	0.0003965	0.000219754	0.000266586	0.000182525	0.000895249	0.000561446	0.000341981	0.000452127	0.0013498	0.000381085	0.000440933	0.000962321	0.0943221	0.00653835	-0.00485495	0.0244158	-0.0244158	-0.00694348	0.00765066	-0.00079094	0.000922271	-0.00775242	0.00854303	1.11187e-05	7.62802e-05	-2.54384e-05	-3.77098e-05	0.000115327	3.84803e-05	0.000151142	4.25695e-05	-2.59784e-05	0.000104131	-0.000275221	-0.000101753	1.58116e-05	7.92144e-05	8.81289e-05	-1.32262e-06	0.000103672	1.37735e-05	-8.58588e-05	-0.00013052	-0.000111291	-9.08521e-05	0.000138044	2.61957e-05	-3.53841e-06	-6.53149e-05	8.72908e-05	-0.000168124	-8.66531e-05	-7.86036e-05	1.81781e-05	8.23328e-05	4.07626e-05	-2.11406e-05	0.000142998	7.21813e-05	1.90021e-05	-8.67215e-05	-9.58256e-05	9.71331e-05	4.03392e-05	-2.12296e-06	1.20891e-06	-2.64485e-05	-2.01938e-05	2.18712e-05	3.86312e-05	0.000106182	1.62332e-05	-4.7045e-06	1.8624e-05	4.37517e-05	2.10837e-05	7.83255e-05	4.19804e-05	2.94761e-06	6.68198e-05	-4.57061e-06	-5.9901e-05	-4.60518e-05
8	hzbb	150	10000 	0	1	2.56146	-0.00195572	-0.0182691	0.010261	0.010261	0.07929	0.07929	0.0849357	0.0849357	0.0012632	0.00106283	0.000215139	0.000660261	0.000398815	0.000653051	0.000166434	0.000377444	0.000779424	0.000727887	0.000483675	0.0015845	0.000532617	0.00202086	0.00150736	0.000238899	0.00149678	0.00263454	0.00193788	0.000893019	0.00100709	0.00116442	0.00241234	0.00197266	0.000346433	0.000984986	0.000530834	0.00142083	0.000979595	0.000711691	0.00148438	0.000518176	0.000437384	0.000959087	0.00157333	0.000361008	0.000613188	0.000742849	0.000170743	0.000610452	0.000769399	0.00105923	0.00034447	0.000184888	0.000186434	0.000807273	0.0011548	0.000190668	0.000398886	0.000224557	0.000294306	0.000183927	0.000812569	0.000997417	0.000651333	0.000763198	0.00067991	0.000432121	0.00032153	0.000763954	0.0807963	-1.70876e-08	-0.0061911	0.0140052	-0.0140052	0.000943536	-0.00103949	-0.00211559	0.0025241	-0.00110284	0.00157565	2.54914e-05	-1.13574e-05	7.68377e-06	-5.96624e-07	3.11074e-05	-1.91797e-06	1.89373e-05	1.80424e-05	2.34249e-06	-4.50478e-05	3.07779e-05	4.88289e-06	-6.83173e-06	1.65147e-07	1.16011e-05	2.31963e-05	-2.08824e-05	-3.04349e-06	1.1296e-05	1.72401e-05	-5.2352e-05	-3.54581e-05	-1.48559e-06	1.10745e-05	8.94548e-06	-3.03371e-05	-3.33618e-05	5.68563e-05	-3.17204e-05	-2.17891e-05	-2.78173e-05	-3.93033e-06	2.03766e-06	3.00963e-05	6.09599e-05	-1.65849e-05	1.81769e-05	6.50494e-05	2.27175e-05	3.60907e-05	-1.8031e-06	-1.44803e-05	1.90278e-06	-2.2212e-05	5.96105e-06	-1.29733e-05	1.23059e-06	-4.76378e-06	-9.89876e-06	8.80376e-06	-1.35728e-05	3.9731e-05	2.51178e-05	1.70019e-05	-1.71351e-05	2.06545e-05	-3.25152e-05	-2.90378e-06	-4.76066e-06	2.34249e-05
9	highres	150	250 	0	0.175	74.5091	0.00777408	-0.029017	0.0184074	0.0184074	0.200394	0.200394	0.178298	0.178298	0.000461031	0.00119801	0.000278388	0.00175541	0.000803215	0.00151533	0.000673381	0.00109875	0.00237801	0.000817306	0.000689799	0.00348422	0.00268613	0.00129432	0.00138128	0.00062362	0.000658169	0.00111444	0.000135088	0.000646461	0.000815394	3.785e-05	0.00153993	0.00202527	0.000192419	0.000769504	0.00131321	0.00116947	0.000348666	0.000145318	0.000580423	0.00049512	0.000414932	0.000652863	0.00105145	0.000298157	0.000143766	0.000168686	0.000141537	0.000239316	0.000245865	0.00030062	0.000413891	7.02081e-05	0.000357872	0.000426896	0.000228119	0.000365526	6.05809e-05	0.000213801	0.000272793	0.000148815	4.56914e-05	0.00024929	0.00013697	4.33379e-05	0.000259908	0.000241821	0.000244843	8.95904e-05	0.0317781	-0.0426442	0.0516114	-0.00629186	0.00629186	0.0123459	-0.0139971	0.0015489	-0.00183906	0.0138509	-0.0158963	-1.23877e-05	-7.93575e-05	-1.07978e-05	-2.85488e-05	-2.8714e-05	1.67568e-05	4.27441e-06	3.1631e-06	-5.59358e-05	-4.70673e-05	-3.05475e-05	-3.99644e-05	1.64665e-06	-5.5563e-05	-1.14403e-05	-2.20571e-05	4.11232e-05	-2.13498e-05	-9.5216e-05	3.91785e-05	6.16341e-05	-2.7237e-05	-1.33653e-05	-2.81133e-07	6.3236e-05	2.04637e-06	1.03417e-07	9.54594e-05	4.9259e-05	-4.20959e-06	-3.2396e-05	4.62759e-05	1.27641e-05	-6.42747e-05	-1.1546e-05	4.16822e-05	-1.78582e-05	-5.64818e-05	8.78505e-06	2.93246e-05	1.10002e-05	-3.30137e-05	2.22632e-05	-9.92904e-06	-1.15742e-05	2.87794e-05	7.09939e-06	-3.18235e-05	2.7172e-05	-7.4404e-07	1.02338e-05	3.50397e-05	-3.33735e-06	-1.56941e-05	-3.13108e-05	-2.65911e-05	-2.15307e-05	1.31741e-05	-2.79267e-05	-2.7358e-05
