highpt	600	10000 	0.025	1	0.489898	-0.351383	-0.374532	1.06075	1.06075	1.18484	1.18484	1.12251	1.12251	0.0402732	0.0418944	0.0421031	0.0407662	0.0406536	0.0416049	0.0416142	0.0427366	0.0421197	0.0424366	0.0412012	0.0419814	0.0456751	0.0400014	0.0432425	0.0388663	0.0424004	0.0431651	0.0435208	0.0399664	0.0401969	0.0401932	0.0392483	0.043223	0.0400723	0.0419203	0.0429439	0.0398165	0.0416517	0.0417225	0.0409029	0.0402534	0.040874	0.0402974	0.0420694	0.0408823	0.041692	0.0411472	0.0419612	0.0414344	0.0404296	0.0416798	0.0414239	0.0412072	0.0423928	0.041363	0.0420342	0.0413268	0.0420145	0.0413296	0.0415287	0.0417552	0.0414004	0.0416113	0.0410238	0.0410601	0.0411399	0.041183	0.0412814	0.0414415	4.35586	-0.0806692	-0.0859835	0.243523	0.243523	0.272012	0.272012	0.257701	0.257701	0.0822074	0.0855167	0.0859427	0.0832138	0.0829838	0.0849258	0.0849446	0.0872357	0.0859766	0.0866235	0.0841017	0.0856943	0.093234	0.0816526	0.0882685	0.0793355	0.0865496	0.0881105	0.0888365	0.0815812	0.0820516	0.0820441	0.0801154	0.0882286	0.0817974	0.0855695	0.087659	0.0812752	0.0850212	0.0851657	0.0834927	0.0821669	0.0834338	0.0822568	0.0858739	0.0834506	0.0851035	0.0839915	0.0856531	0.0845778	0.0825267	0.0850786	0.0845563	0.0841138	0.086534	0.084432	0.085802	0.084358	0.0857617	0.0843638	0.0847701	0.0852326	0.0845084	0.0849387	0.0837395	0.0838137	0.0839766	0.0840645	0.0842655	0.0845921
highpt	150	600 	0.13	1	0.316901	-0.220873	-0.180407	0.62515	0.62515	0.686992	0.686992	0.659409	0.659409	0.0318203	0.0315356	0.0310072	0.0314974	0.0323248	0.0314047	0.0307943	0.0315298	0.0326434	0.03175	0.0317554	0.032912	0.0309225	0.0322	0.0307587	0.0307229	0.0309943	0.0309336	0.0315413	0.0317153	0.0321265	0.0306542	0.0320438	0.0314732	0.0309385	0.0312347	0.0311905	0.0319255	0.0309543	0.0308152	0.031306	0.0315623	0.0313162	0.0312872	0.0305924	0.0312423	0.0317163	0.031022	0.030996	0.0326096	0.0311005	0.0312803	0.0317986	0.0318786	0.0318772	0.0305081	0.0311982	0.0319152	0.0306096	0.0311562	0.0319761	0.0316394	0.0318086	0.0314574	0.0313083	0.0314061	0.0314484	0.0310773	0.0307981	0.0310359	0.758904	-0.291043	-0.23772	0.823754	0.823754	0.905243	0.905243	0.868896	0.868896	0.100411	0.0995125	0.0978451	0.0993917	0.102003	0.0990995	0.0971732	0.099494	0.103008	0.100189	0.100206	0.103856	0.0975777	0.101609	0.0970609	0.096948	0.0978044	0.0976129	0.0995303	0.100079	0.101377	0.0967312	0.101116	0.0993156	0.0976282	0.0985629	0.0984233	0.100743	0.0976779	0.0972391	0.098788	0.0995965	0.09882	0.0987286	0.096536	0.098587	0.100083	0.0978917	0.0978096	0.102901	0.0981395	0.0987067	0.100342	0.100595	0.10059	0.0962702	0.0984476	0.10071	0.0965903	0.0983153	0.100902	0.09984	0.100374	0.0992658	0.0987951	0.0991037	0.0992371	0.0980662	0.097185	0.0979355
highpt	1250	10000 	0	0.025	0.724895	-0.365228	-0.410851	1.14126	1.14126	1.27838	1.27838	1.20089	1.20089	0.0235884	0.0257379	0.0256777	0.0229793	0.0248473	0.0262043	0.026287	0.0275256	0.026949	0.0276252	0.025248	0.026125	0.0324241	0.024737	0.0271469	0.0211833	0.0267081	0.0277625	0.0286312	0.0226086	0.0232627	0.0233807	0.0221736	0.0278168	0.0237518	0.0264354	0.0277795	0.0230536	0.0256225	0.0241515	0.0249894	0.0229311	0.023517	0.0246645	0.0262848	0.0241344	0.02616	0.0243615	0.027614	0.0249387	0.0239856	0.0242449	0.0247582	0.0249893	0.0252921	0.0248924	0.0256247	0.0252264	0.0258002	0.0249955	0.0253995	0.0252358	0.0250644	0.0249798	0.0255332	0.025194	0.0242696	0.0254077	0.0253849	0.024591	2.19518	-0.166377	-0.187161	0.519896	0.519896	0.582359	0.582359	0.547059	0.547059	0.0325404	0.0355057	0.0354226	0.0317002	0.0342771	0.0361491	0.0362632	0.0379718	0.0371764	0.0381093	0.0348298	0.0360397	0.0447294	0.0341249	0.0374495	0.0292226	0.0368441	0.0382987	0.039497	0.0311888	0.0320911	0.0322539	0.0305887	0.0383735	0.0327659	0.0364678	0.038322	0.0318027	0.0353464	0.0333173	0.0344732	0.0316336	0.0324419	0.034025	0.0362601	0.0332936	0.0360879	0.0336069	0.0380937	0.0344032	0.0330884	0.033446	0.0341542	0.034473	0.0348907	0.0343393	0.0353496	0.0348001	0.0355916	0.0344815	0.0350389	0.034813	0.0345766	0.0344599	0.0352233	0.0347554	0.0334801	0.0350501	0.0350187	0.0339236
highpt	150	450 	0	0.13	6.66596	-0.481237	-0.471917	1.39236	1.39236	1.56246	1.56246	1.50361	1.50361	0.00601594	0.00632244	0.00702694	0.00704783	0.00551062	0.00583918	0.00653202	0.00618673	0.0053713	0.00654986	0.00623274	0.00471549	0.0068816	0.00350095	0.00675333	0.00523041	0.00593452	0.00677466	0.00739288	0.00622937	0.00643179	0.00570139	0.00665377	0.00618566	0.00603078	0.00621427	0.006066	0.0063985	0.00644906	0.00661338	0.0065455	0.00600702	0.006313	0.00640616	0.00639443	0.00670615	0.00645741	0.00670198	0.00616257	0.00620264	0.00603466	0.00618378	0.00648445	0.00652434	0.00668654	0.006353	0.00648594	0.00626057	0.00636483	0.00648566	0.00598371	0.00608742	0.00629301	0.00607432	0.00610944	0.00634538	0.00615336	0.00606971	0.00625076	0.00647223	5.74823	-0.0837192	-0.0820979	0.242224	0.242224	0.271816	0.271816	0.261578	0.261578	0.000902488	0.000948468	0.00105415	0.00105729	0.000826682	0.000875971	0.000979908	0.000928108	0.000805781	0.000982583	0.00093501	0.000707399	0.00103235	0.000525199	0.00101311	0.000784644	0.000890273	0.00101631	0.00110905	0.000934506	0.000964871	0.000855299	0.000998171	0.000927948	0.000904713	0.00093224	0.000909997	0.000959877	0.000967462	0.000992113	0.00098193	0.000901149	0.000947052	0.000961027	0.000959266	0.00100603	0.000968715	0.0010054	0.000924484	0.000930496	0.000905296	0.000927665	0.000972771	0.000978755	0.00100309	0.000953052	0.000972994	0.000939185	0.000954827	0.000972953	0.000897652	0.00091321	0.000944052	0.000911245	0.000916513	0.000951909	0.000923103	0.000910553	0.000937713	0.000970938
highpt	450	600 	0	0.035	2.07842	-0.463659	-0.461327	1.35204	1.35204	1.49898	1.49898	1.4288	1.4288	6.42168e-05	0.00108717	0.00167223	0.00117516	0.000451591	0.000648791	0.00122	0.00164196	0.000566871	0.00148416	0.0010301	0.000126437	0.00418009	0.00301478	0.00208406	0.00111417	0.00146103	0.00148711	0.003298	0.000386915	0.000693095	0.000240186	0.000800769	0.00119551	0.000169159	0.000994073	0.00152379	0.000520402	0.000822304	0.00149546	0.00104925	9.11044e-05	0.000689229	0.000741804	0.00126684	0.000745616	0.0013764	0.00109464	0.00140924	0.000989501	0.000267352	0.000899566	0.000870543	0.000785201	0.00114162	0.00104056	0.00135446	0.000884857	0.0017262	0.0010097	0.000658245	0.00093128	0.000887635	0.000881413	0.000874808	0.000695103	0.000670742	0.00102502	0.000877761	0.00108696	3.70671	-0.125086	-0.124457	0.364755	0.364755	0.404395	0.404395	0.385464	0.385464	3.08969e-05	0.000523074	0.000804565	0.00056541	0.000217276	0.000312155	0.000586984	0.000790004	0.000272741	0.000714079	0.000495615	6.08332e-05	0.00201118	0.00145051	0.00100271	0.000536066	0.000702949	0.000715498	0.00158678	0.000186158	0.000333472	0.000115561	0.000385277	0.000575202	8.13883e-05	0.000478282	0.000733146	0.000250383	0.000395638	0.000719515	0.00050483	4.38334e-05	0.000331612	0.000356907	0.000609519	0.000358741	0.000662231	0.000526669	0.000678032	0.000476082	0.000128632	0.000432811	0.000418847	0.000377787	0.000549274	0.000500647	0.000651676	0.000425734	0.000830531	0.000485802	0.000316704	0.00044807	0.000427071	0.000424078	0.0004209	0.000334438	0.000322717	0.000493173	0.00042232	0.000522974
highpt	450	600 	0.035	0.13	0.391474	-0.387794	-0.406389	1.21404	1.21404	1.36479	1.36479	1.31264	1.31264	0.0271504	0.0255565	0.026258	0.026525	0.0277695	0.0265587	0.0270198	0.0262353	0.0267262	0.026758	0.027383	0.0259534	0.0238942	0.0295256	0.0244707	0.0285918	0.026316	0.0247506	0.0258775	0.0271985	0.0277947	0.0272761	0.0275736	0.0252098	0.028324	0.0258987	0.0263402	0.0283818	0.0269542	0.0260296	0.02826	0.0267333	0.0256289	0.0276465	0.0254488	0.0265688	0.0270724	0.0261335	0.027199	0.0268444	0.0277684	0.0258201	0.0275785	0.0266519	0.0255615	0.0266812	0.025829	0.0264698	0.0264106	0.0263702	0.0277068	0.0265189	0.0264378	0.0269159	0.0269525	0.0267106	0.0267472	0.0269914	0.0264036	0.0266472	2.35511	-0.164661	-0.172556	0.515493	0.515493	0.579504	0.579504	0.55736	0.55736	0.0693544	0.0652829	0.0670747	0.0677567	0.0709358	0.0678428	0.0690207	0.0670167	0.0682706	0.0683518	0.0699484	0.0662965	0.0610365	0.0754216	0.0625092	0.0730362	0.0672229	0.0632242	0.0661026	0.069477	0.0710001	0.0696752	0.0704352	0.0643972	0.0723523	0.0661567	0.0672848	0.0724999	0.068853	0.0664914	0.0721888	0.0682888	0.0654677	0.0706216	0.0650077	0.0678686	0.069155	0.0667567	0.0694784	0.0685727	0.0709329	0.0659561	0.0704479	0.068081	0.0652956	0.0681557	0.0659788	0.0676156	0.0674645	0.0673613	0.0707755	0.0677411	0.067534	0.0687552	0.0688486	0.0682307	0.0683243	0.0689481	0.0674466	0.0680689
highpt	600	1250 	0	0.015	2.5531	-0.419145	-0.432013	1.24839	1.24839	1.38388	1.38388	1.3093	1.3093	0.0072989	0.00916714	0.00912572	0.00764918	0.00759817	0.00897503	0.00855762	0.00986843	0.00920156	0.00920964	0.00808613	0.00886855	0.0130993	0.00540526	0.0100256	0.00518472	0.00823982	0.00966524	0.0111254	0.0070809	0.00717452	0.007186	0.00738383	0.00975433	0.00684235	0.00908661	0.00939704	0.0075425	0.00841325	0.00832256	0.00824965	0.00711548	0.00841518	0.00770921	0.00930594	0.0076987	0.00895234	0.00854047	0.00891231	0.00797689	0.00781051	0.0082604	0.00805617	0.00818311	0.00905159	0.00780208	0.00875021	0.00854768	0.00882068	0.00830643	0.00821263	0.00851528	0.00846446	0.00810273	0.00819086	0.00830737	0.00812882	0.00799689	0.00844634	0.00805846	4.65064	-0.0901263	-0.0928934	0.268433	0.268433	0.297568	0.297568	0.281532	0.281532	0.00285884	0.00359059	0.00357437	0.00299604	0.00297606	0.00351535	0.00335185	0.00386527	0.00360407	0.00360724	0.00316718	0.00347364	0.00513075	0.00211714	0.00392684	0.00203075	0.00322738	0.00378569	0.00435759	0.00277345	0.00281012	0.00281462	0.0028921	0.00382058	0.00268002	0.00355905	0.00368064	0.00295425	0.00329531	0.00325979	0.00323123	0.002787	0.00329606	0.00301955	0.00364496	0.00301543	0.00350646	0.00334514	0.00349078	0.0031244	0.00305923	0.00323544	0.00315544	0.00320517	0.00354533	0.00305592	0.00342729	0.00334796	0.00345489	0.00325347	0.00321673	0.00333527	0.00331537	0.00317368	0.0032082	0.00325383	0.0031839	0.00313223	0.00330827	0.00315634
highpt	600	1250 	0.015	0.025	0.646365	-0.444776	-0.465809	1.37474	1.37474	1.51459	1.51459	1.43505	1.43505	0.0080839	0.00611378	0.00637476	0.00736871	0.007712	0.00565206	0.00618881	0.00469259	0.00571242	0.00558807	0.00680515	0.0065637	0.00201807	0.00966919	0.00525213	0.00945152	0.00660235	0.006298	0.00334297	0.00813576	0.00740533	0.00799981	0.00782543	0.00542264	0.00866691	0.00607362	0.00607155	0.00758819	0.0067609	0.00709889	0.00628134	0.00877169	0.00742048	0.00797227	0.00601905	0.00673233	0.00628539	0.00662732	0.00588247	0.0071152	0.00709215	0.00653259	0.00717408	0.00698965	0.00510654	0.00720196	0.00625053	0.00694973	0.00657531	0.00643791	0.00618919	0.0063746	0.00648909	0.00655515	0.00704913	0.00690929	0.00700934	0.00719425	0.00633656	0.00687133	2.5464	-0.174668	-0.182928	0.539874	0.539874	0.594797	0.594797	0.56356	0.56356	0.0125067	0.00945872	0.00986248	0.0114002	0.0119314	0.00874439	0.0095748	0.00725997	0.00883777	0.00864538	0.0105283	0.0101548	0.00312219	0.0149594	0.00812564	0.0146226	0.0102146	0.00974372	0.00517195	0.0125869	0.0114569	0.0123766	0.0121068	0.00838945	0.0134087	0.00939658	0.00939338	0.0117398	0.0104599	0.0109828	0.00971796	0.0135708	0.0114803	0.012334	0.00931216	0.0104157	0.00972422	0.0102532	0.00910086	0.011008	0.0109724	0.0101067	0.0110991	0.0108138	0.00790041	0.0111423	0.00967029	0.010752	0.0101728	0.00996018	0.00957539	0.00986224	0.0100394	0.0101416	0.0109058	0.0106895	0.0108443	0.0111303	0.00980338	0.0106307
hzbb	150	10000 	0	1	0.254379	-0.229334	-0.235905	0.637961	0.637961	0.717865	0.717865	0.692995	0.692995	0.0285109	0.0282405	0.0282633	0.0286171	0.0277851	0.0280543	0.0284707	0.0283458	0.0281996	0.0277757	0.0282486	0.027242	0.0282067	0.0271814	0.0282294	0.0283403	0.0277196	0.0279681	0.0285387	0.0284869	0.0284001	0.0282294	0.02896	0.0277934	0.0285681	0.0281034	0.0285072	0.0287262	0.0284041	0.0281035	0.0289263	0.0279991	0.027858	0.0284316	0.0279483	0.0286072	0.0282731	0.0286231	0.0282924	0.0279525	0.0283683	0.0281654	0.0277741	0.0279321	0.0286573	0.0282831	0.0284195	0.0280657	0.0286297	0.0284503	0.0281952	0.0286171	0.0287163	0.0280477	0.0288583	0.0284929	0.0279395	0.0283148	0.0283709	0.0282579	5.98029	-0.0383484	-0.0394472	0.106677	0.106677	0.120039	0.120039	0.11588	0.11588	0.11208	0.111017	0.111107	0.112498	0.109227	0.110285	0.111922	0.111431	0.110856	0.10919	0.111049	0.107092	0.110885	0.106854	0.110974	0.111409	0.108969	0.109946	0.11219	0.111986	0.111645	0.110974	0.113846	0.10926	0.112305	0.110479	0.112066	0.112927	0.111661	0.110479	0.113713	0.110068	0.109514	0.111769	0.109869	0.112459	0.111146	0.112521	0.111222	0.109885	0.11152	0.110722	0.109184	0.109805	0.112656	0.111185	0.111721	0.11033	0.112547	0.111842	0.110839	0.112498	0.112888	0.110259	0.113446	0.11201	0.109834	0.11131	0.11153	0.111086
highres	150	250 	0	0.175	7.94675	-0.533004	-0.535635	1.51868	1.51868	1.73323	1.73323	1.68857	1.68857	0.0039486	0.00560569	0.00460363	0.00276782	0.00523971	0.00592957	0.003877	0.00553736	0.00679132	0.00507559	0.0037887	0.00788587	0.00723004	0.00573501	0.00582253	0.00389637	0.00494255	0.00549068	0.00437191	0.00374856	0.00358007	0.00453893	0.0030284	0.00634971	0.00416104	0.00525797	0.00572581	0.00330537	0.00474527	0.00423947	0.00412858	0.00490689	0.00471321	0.00388552	0.00545064	0.00402181	0.00420114	0.00429257	0.00444437	0.00461415	0.00471854	0.00487802	0.00466629	0.00435931	0.00462177	0.00428313	0.00470177	0.00479969	0.00464507	0.00424493	0.00468736	0.00474453	0.00440162	0.00480013	0.0044633	0.0044604	0.00432301	0.00475777	0.00470662	0.00437544	0.304189	-1.75222	-1.76086	4.99257	4.99257	5.69789	5.69789	5.55108	5.55108	0.000496882	0.000705406	0.000579309	0.000348296	0.000659353	0.000746163	0.000487872	0.000696808	0.000854603	0.0006387	0.000476761	0.000992339	0.000909811	0.00072168	0.000732693	0.00049031	0.000621958	0.000690935	0.000550151	0.00047171	0.000450507	0.000571168	0.000381087	0.000799032	0.000523616	0.00066165	0.000720522	0.00041594	0.000597133	0.000533485	0.000519531	0.000617472	0.000593099	0.000488945	0.000685895	0.000506096	0.000528661	0.000540167	0.000559268	0.000580633	0.00059377	0.000613838	0.000587194	0.000548565	0.000581593	0.000538979	0.00059166	0.000603982	0.000584524	0.000534172	0.000589846	0.000597041	0.000553889	0.000604037	0.000561651	0.000561286	0.000543997	0.000598707	0.00059227	0.000550595
